player_positions,long_name,overall,age,height_cm,club_name,league_name,skill_dribbling,pace,shooting,passing,dribbling,defending,physic,preferred_foot,goalkeeping_diving
"ST, CF, CAM",Halil İbrahim Dervişoğlu,70,23,183,Galatasaray,Super Lig,74,75.0,68.0,64.0,73.0,39.0,66.0,Right,9
"CF, RM, ST",Thibo Somers,70,24,178,Cercle Brugge,Jupiler Pro League,72,80.0,70.0,67.0,70.0,55.0,78.0,Right,8
"CM, CAM, RB",Jason Paul Knight,70,22,179,Bristol City,Championship,70,70.0,63.0,67.0,71.0,64.0,71.0,Right,9
ST,Victor Oluyemi Olatunji,70,23,191,Sparta Praha,Fortuna Liga,65,74.0,66.0,52.0,65.0,23.0,76.0,Right,12
CB,Franco Ezequiel Calderón,70,25,188,Unión Santa Fe,Liga Profesional,46,61.0,36.0,48.0,51.0,67.0,81.0,Right,15
CB,Alec Hugo Deneumostier Ortmann,70,24,184,Melgar,Primera Division,37,58.0,29.0,48.0,48.0,71.0,62.0,Right,9
"CAM, RM",Matteo Emilio Di Giusto,70,22,168,Winterthur,Super League,76,78.0,65.0,68.0,75.0,30.0,53.0,Right,10
"RW, ST",Oscar Taty Maritu,70,23,182,Cangzhou Mighty Lions,Super League,74,84.0,71.0,55.0,71.0,26.0,66.0,Right,14
RB,Eleutherios Lyratzis,70,23,176,PAOK,Super League,63,78.0,47.0,61.0,66.0,65.0,68.0,Right,10
"RWB, RB",Eric Exequiel Meza,70,24,175,Colón,Liga Profesional,69,82.0,62.0,65.0,70.0,63.0,71.0,Right,14
"CB, RB",Pedro Henrique de Oliveira Correia,70,26,194,Portimonense,Liga Portugal,41,52.0,30.0,44.0,46.0,70.0,78.0,Right,15
CB,Tim Siersleben,70,23,187,Heidenheim,Bundesliga,51,52.0,33.0,48.0,55.0,71.0,71.0,Left,6
CB,Maximiliano Joel Falcón Picart,70,26,179,Colo-Colo,Primera Division,33,70.0,37.0,39.0,44.0,69.0,82.0,Right,7
"RB, CB, LB",Henning Matriciani,70,23,187,Schalke 04,2. Bundesliga,52,83.0,33.0,54.0,56.0,68.0,70.0,Right,14
CB,Giorgio Altare,70,24,190,Venezia,Serie B,50,61.0,39.0,47.0,51.0,71.0,77.0,Right,15
LB,Vladyslav Dubinchak,70,25,173,Dynamo Kyiv,Premier League,73,77.0,45.0,69.0,70.0,67.0,56.0,Left,7
"RM, LM",Arbnor Muja,70,24,179,Antwerp,Jupiler Pro League,71,88.0,67.0,64.0,71.0,39.0,64.0,Right,9
ST,Ion Nicolăescu,70,24,184,SC Heerenveen,Eredivisie,67,74.0,70.0,51.0,67.0,31.0,66.0,Right,8
GK,André Campos Moreira,70,27,195,Al Raed,Pro League,12,,,,,,,Right,66
GK,Jokin Ezkieta Mendiburu,70,26,193,Racing Santander,La Liga 2,17,,,,,,,Right,69
"CDM, CM",Bryan Andrés Rovira Ferreira,70,26,177,Universidad Católica,Primera Division,58,56.0,55.0,63.0,61.0,71.0,74.0,Right,14
ST,Emil Riis Jakobsen,70,25,190,Preston North End,Championship,68,72.0,72.0,53.0,65.0,28.0,71.0,Right,13
"LWB, LB",Jay Dasilva,70,25,170,Coventry City,Championship,71,84.0,40.0,61.0,72.0,64.0,56.0,Left,13
"LW, LM",Doğukan Sinik,70,24,180,Hull City,Championship,77,81.0,63.0,65.0,75.0,38.0,49.0,Right,13
GK,İrfan Can Eğribayat,70,25,193,Fenerbahçe,Super Lig,12,,,,,,,Right,70
CB,Philippe Sandler,70,26,190,NEC,Eredivisie,70,63.0,39.0,64.0,68.0,70.0,71.0,Right,12
CB,Jimmy Dunne,70,25,188,Queens Park Rangers,Championship,46,54.0,37.0,50.0,55.0,71.0,70.0,Right,8
"RB, RM",Deyovaisio Zeefuik,70,25,177,Hertha BSC,2. Bundesliga,70,79.0,41.0,61.0,69.0,67.0,75.0,Right,6
"CDM, CM",Sebastian Vasiliadis,70,25,175,Hansa Rostock,2. Bundesliga,71,73.0,61.0,67.0,73.0,64.0,72.0,Right,12
"ST, LM",Tyrese Campbell,70,23,183,Stoke City,Championship,71,81.0,68.0,60.0,70.0,33.0,66.0,Left,6
"CM, CDM",Lino Tempelmann,70,24,175,Schalke 04,2. Bundesliga,74,75.0,54.0,64.0,74.0,66.0,68.0,Right,9
CB,Jorge Filipe Oliveira Fernandes,70,26,191,Vitória SC,Liga Portugal,60,34.0,34.0,47.0,57.0,69.0,79.0,Right,7
"CDM, CM",Christ Junior Tiéhi,70,25,180,Rotherham United,Championship,70,66.0,47.0,65.0,70.0,69.0,73.0,Right,7
GK,André Filipe Magalhães Ribeiro Ferreira,70,27,193,Granada,La Liga,18,,,,,,,Right,70
"CDM, CM",Charles Vanhoutte,70,24,182,Union Saint-Gilloise,Jupiler Pro League,67,58.0,54.0,62.0,68.0,64.0,76.0,Right,14
GK,Ezequiel Ignacio Centurión,70,26,184,River Plate,Liga Profesional,24,,,,,,,Right,73
"LB, LWB",Gideon Mensah,70,24,178,Auxerre,Ligue 2,70,76.0,56.0,63.0,70.0,64.0,67.0,Left,8
CB,Sean Nealis,70,26,194,New York RB,Major League Soccer,45,69.0,32.0,39.0,49.0,68.0,84.0,Right,12
GK,Joan Femenías del Salto,70,26,183,Levante,La Liga 2,10,,,,,,,Right,70
"CM, CDM",Gerald Martin Távara Mogollón,70,24,184,Sporting Cristal,Primera Division,67,67.0,64.0,65.0,67.0,63.0,69.0,Left,10
CDM,Jan Schöppner,70,24,190,Heidenheim,Bundesliga,59,64.0,57.0,63.0,62.0,68.0,80.0,Right,12
"CM, CAM, CF",Cameron Puertas Castro,70,24,178,Union Saint-Gilloise,Jupiler Pro League,71,73.0,66.0,69.0,71.0,67.0,73.0,Right,11
"CB, CDM",Boris Tomiak,70,24,193,Kaiserslautern,2. Bundesliga,28,74.0,43.0,45.0,41.0,70.0,79.0,Right,7
"ST, LM, RM",Milutin Osmajić,70,23,185,Preston North End,Championship,62,74.0,73.0,60.0,62.0,37.0,71.0,Right,14
"RB, RWB, LB",Leandro Nicolás Lozano Fernández,70,24,169,Nacional,Primera Division,64,78.0,56.0,63.0,66.0,65.0,69.0,Right,6
GK,Stijn van Gassel,70,26,186,Excelsior,Eredivisie,14,,,,,,,Left,71
CB,Renato Pantalon,70,25,194,Rio Ave,Liga Portugal,26,53.0,32.0,39.0,41.0,70.0,78.0,Right,14
"CDM, CM",Santiago Longo,70,25,177,Belgrano,Liga Profesional,65,55.0,48.0,65.0,65.0,69.0,74.0,Right,11
ST,Muhamed Tijani,70,22,191,Slavia Praha,Fortuna Liga,61,72.0,69.0,55.0,62.0,27.0,79.0,Right,9
"ST, CAM, RM",Alexandre Zurawski,70,25,182,Real Oviedo,La Liga 2,75,78.0,68.0,64.0,73.0,25.0,74.0,Right,12
"CB, CDM, CM",Jordi Vanlerberghe,70,27,189,Mechelen,Jupiler Pro League,64,59.0,61.0,67.0,65.0,69.0,74.0,Right,15
GK,Thomas Didillon,70,27,191,Cercle Brugge,Jupiler Pro League,13,,,,,,,Left,71
GK,Lucas Mauricio Acosta,70,28,187,Lanús,Liga Profesional,14,,,,,,,Right,69
GK,Anthony Mandréa,70,26,186,Caen,Ligue 2,16,,,,,,,Right,71
CB,Reece Burke,70,26,189,Luton Town,Premier League,62,67.0,36.0,54.0,61.0,71.0,71.0,Right,12
LW,Emil Hansson,70,25,172,Heracles Almelo,Eredivisie,71,77.0,65.0,68.0,73.0,35.0,52.0,Right,11
"CDM, CM",Joe Williams,70,26,185,Bristol City,Championship,69,59.0,57.0,67.0,68.0,68.0,67.0,Right,14
GK,Bingourou Kamara,70,26,196,Pau,Ligue 2,19,,,,,,,Right,72
CB,Ibrahim Cissé,70,27,185,Ferencváros,NB I.,60,66.0,38.0,62.0,64.0,70.0,75.0,Right,12
"CDM, CM",Max Christiansen,70,26,185,Hannover 96,2. Bundesliga,64,61.0,50.0,62.0,65.0,68.0,80.0,Right,15
ST,Maximiliano Samuel Romero,70,24,180,Racing Club,Liga Profesional,64,75.0,69.0,58.0,66.0,45.0,72.0,Right,15
ST,张玉宁,70,26,185,Beijing Guoan,Super League,60,73.0,71.0,60.0,63.0,30.0,77.0,Right,14
"RM, RB, CM",Felix Passlack,70,25,172,VfL Bochum 1848,Bundesliga,70,69.0,62.0,67.0,71.0,66.0,72.0,Right,10
ST,Ryan Mmaee Nwambeben Kabir,70,26,183,Stoke City,Championship,73,76.0,69.0,54.0,71.0,28.0,63.0,Right,11
CB,Saúl Savin Salcedo Zárate,70,25,183,Olimpia,Primera División,47,56.0,33.0,43.0,53.0,71.0,75.0,Right,7
"CB, RB",Rodrigo Tarín Higón,70,26,184,Real Oviedo,La Liga 2,58,77.0,37.0,50.0,59.0,69.0,74.0,Right,13
CDM,Benedikt Gimber,70,26,187,Heidenheim,Bundesliga,49,65.0,48.0,59.0,56.0,71.0,78.0,Left,7
CB,Stefan Gartenmann,70,26,185,Aberdeen,Premiership,54,62.0,33.0,57.0,60.0,70.0,77.0,Right,12
"RB, RWB, RM",Lorenzo Maria Dickmann,70,26,177,Brescia,Serie B,65,70.0,52.0,61.0,66.0,69.0,64.0,Right,7
"ST, LM",Moussa Koné,70,26,175,LASK Linz,Bundesliga,71,89.0,67.0,58.0,72.0,32.0,69.0,Right,9
"LB, CB",Ismaël Chester Diallo,70,26,178,Hajduk Split,1. HNL,68,66.0,38.0,54.0,68.0,70.0,74.0,Left,5
LB,Matteo Cotali,70,26,177,Modena,Serie B,63,72.0,41.0,64.0,66.0,65.0,66.0,Left,12
GK,John Victor Maciel Furtado,70,27,196,Real Valladolid,La Liga 2,13,,,,,,,Right,72
"CM, CDM, CB",Jackson William Yueill,70,26,178,San Jose Earthquakes,Major League Soccer,67,56.0,61.0,69.0,68.0,63.0,72.0,Right,11
"CAM, CM, LM",Abdelhamid Sabiri,70,26,186,Al Fayha,Pro League,77,59.0,69.0,68.0,75.0,56.0,64.0,Right,8
"CB, CDM",Merveille Bopé Bokadi,70,27,186,Standard Liège,Jupiler Pro League,62,56.0,33.0,53.0,62.0,70.0,76.0,Right,8
"CDM, CM, CB",Alfa Semedo Esteves,70,25,190,Al Tai,Pro League,70,67.0,59.0,60.0,69.0,70.0,79.0,Right,14
"LW, RW",Leonardo Rodrigues Lima,70,24,178,Estrela Amadora,Liga Portugal,73,85.0,66.0,63.0,71.0,26.0,62.0,Right,12
"LM, CM",Sofian Kiyine,70,25,182,OH Leuven,Jupiler Pro League,73,75.0,59.0,67.0,72.0,64.0,60.0,Right,8
CB,Yıldırım Mert Çetin,70,26,189,Ankaragücü,Super Lig,56,58.0,44.0,54.0,56.0,69.0,76.0,Right,5
"CM, CDM",Shandon Baptiste,70,25,175,Brentford,Premier League,77,70.0,58.0,67.0,75.0,68.0,69.0,Right,5
CB,Nikola Maraš,70,27,189,Deportivo Alavés,La Liga,49,64.0,37.0,50.0,55.0,70.0,76.0,Right,10
RB,Hernán De La Fuente,70,26,177,Atlético Tucumán,Liga Profesional,72,84.0,60.0,60.0,71.0,62.0,75.0,Right,15
"LM, RM, ST",Mohammed Dauda,70,25,176,Tenerife,La Liga 2,72,87.0,67.0,62.0,73.0,27.0,61.0,Right,14
"LW, RW, LM",Johan Camilo Caballero Cristancho,70,25,180,Rionegro Águilas,Liga BetPlay,73,84.0,63.0,60.0,72.0,44.0,65.0,Right,7
ST,Artem Dovbyk,70,26,185,Girona,La Liga,65,74.0,67.0,55.0,64.0,28.0,73.0,Left,13
CB,Seyed Majid Hosseini,70,27,187,Kayserispor,Super Lig,42,64.0,30.0,48.0,51.0,70.0,76.0,Right,6
GK,Adrian Šemper,70,25,194,Como,Serie B,12,,,,,,,Right,71
"CDM, CM",Carlos Nahuel Benavídez Protesoni,70,25,185,Deportivo Alavés,La Liga,62,67.0,44.0,63.0,64.0,71.0,72.0,Right,14
LB,Chima Sean Okoroji,70,26,178,St. Gallen,Super League,68,88.0,34.0,64.0,70.0,63.0,62.0,Left,13
"LM, LWB, LB",Adrián Guerrero Aguilar,70,25,174,Zürich,Super League,66,74.0,65.0,67.0,68.0,69.0,71.0,Left,10
"LB, LWB",Sam McCallum,70,22,177,Norwich City,Championship,67,80.0,55.0,64.0,66.0,66.0,69.0,Left,9
"LB, CB",Iván Martos Campillo,70,26,182,Huesca,La Liga 2,64,73.0,39.0,55.0,65.0,68.0,68.0,Left,9
GK,Santiago Gerardo Rojas López,70,27,189,Tigre,Liga Profesional,11,,,,,,,Right,71
"CB, CDM",渡辺 剛,70,26,186,Gent,Jupiler Pro League,45,75.0,29.0,46.0,53.0,68.0,76.0,Right,10
"CM, RM, LM",Roberto Nicolás Fernández Fagúndez,70,25,180,Godoy Cruz,Liga Profesional,70,77.0,61.0,68.0,71.0,63.0,78.0,Right,8
"CB, LB",Luis Geovanny Segovia Vega,70,25,182,RWDM,Jupiler Pro League,41,71.0,42.0,53.0,55.0,69.0,75.0,Left,8
"LW, LM",Washington Bryan Corozo Becerra,70,24,180,Sporting Cristal,Primera Division,73,87.0,66.0,59.0,72.0,31.0,77.0,Right,10
"LM, LB, CM",Baktiyar Zaynutdinov,70,25,185,Beşiktaş,Super Lig,69,78.0,67.0,67.0,68.0,62.0,69.0,Left,8
"RM, RB, RWB",Facundo Leonel Mater,70,24,164,Barracas Central,Liga Profesional,68,73.0,63.0,63.0,69.0,66.0,70.0,Right,14
"LM, LW",Jon Morcillo Conesa,70,24,183,Amorebieta,La Liga 2,71,77.0,71.0,67.0,71.0,48.0,62.0,Left,12
"RW, ST, LW",Jackson Muleka Kyanvubu,70,23,180,Beşiktaş,Super Lig,71,81.0,71.0,58.0,71.0,35.0,71.0,Right,7
RB,Jusuf Gazibegović,70,23,174,Sturm Graz,Bundesliga,67,77.0,43.0,63.0,68.0,64.0,71.0,Right,15
"CAM, CM",Endri Çekiçi,70,26,178,Pendikspor,Super Lig,69,67.0,71.0,70.0,69.0,63.0,62.0,Left,14
"RM, RWB",Sorba Thomas,70,24,185,Huddersfield Town,Championship,70,86.0,62.0,66.0,69.0,49.0,70.0,Right,14
ST,Fábio Roberto Gomes Netto,70,26,193,Sydney,A-League,66,71.0,67.0,47.0,67.0,43.0,79.0,Right,12
"RWB, RB, CB",Julien Le Cardinal,70,25,184,Brest,Ligue 1,63,67.0,31.0,61.0,64.0,67.0,71.0,Right,5
ST,Thai Baribo,70,25,181,Philadelphia Union,Major League Soccer,66,72.0,72.0,51.0,67.0,25.0,70.0,Right,12
"RB, LB",Libor Holík,70,25,181,Viktoria Plzeň,Fortuna Liga,69,74.0,49.0,65.0,69.0,66.0,68.0,Right,6
"LW, LM, RM",Rodrigo Miguel Forte Paes Martins,70,24,177,Estoril,Liga Portugal,76,81.0,61.0,62.0,74.0,27.0,61.0,Right,12
"RB, RWB",Lucas Arce,70,25,172,Godoy Cruz,Liga Profesional,71,85.0,42.0,60.0,71.0,62.0,61.0,Right,14
GK,George Long,70,29,193,Norwich City,Championship,16,,,,,,,Left,70
"CM, CDM, CAM",Pablo Ignacio Galdames Millán,70,26,175,Genoa,Serie A,70,76.0,60.0,70.0,72.0,61.0,69.0,Right,9
"CM, CAM",Filip Wojciech Jagiełło,70,25,180,Genoa,Serie A,72,73.0,70.0,69.0,71.0,53.0,63.0,Right,11
CB,Víctor Andrés Moreno Córdoba,70,28,180,Independiente Medellín,Liga BetPlay,48,71.0,41.0,52.0,56.0,70.0,76.0,Right,11
"CM, LM",Samuel Christopher Bastien,70,26,175,Burnley,Premier League,72,72.0,66.0,70.0,73.0,62.0,69.0,Right,8
CB,Jordy de Wijs,70,28,189,Fortuna Düsseldorf,2. Bundesliga,44,58.0,51.0,49.0,50.0,69.0,82.0,Left,11
GK,Julian Pollersbeck,70,28,195,Magdeburg,2. Bundesliga,14,,,,,,,Right,71
"RB, LB",Brice Wembangomo,70,26,180,Bodø / Glimt,Eliteserien,72,90.0,51.0,60.0,72.0,62.0,72.0,Right,16
"RB, CB, LB",Kevin Diks Bakarbessy,70,26,182,København,Superliga,66,75.0,56.0,63.0,68.0,67.0,75.0,Right,7
GK,José Antonio Devecchi,70,27,188,Sarmiento,Liga Profesional,15,,,,,,,Right,70
"CDM, CM",George David Dobson,70,25,185,Charlton Athletic,League One,62,55.0,54.0,66.0,64.0,66.0,78.0,Right,9
CB,Diego González Polanco,70,28,185,Elche,La Liga 2,55,65.0,34.0,62.0,58.0,70.0,74.0,Left,7
"CDM, CM",João Pedro da Costa Gamboa,70,26,187,Pogoń Szczecin,Ekstraklasa,66,65.0,58.0,65.0,65.0,68.0,75.0,Right,11
"CDM, CM",Anto Grgić,70,26,189,Lugano,Super League,62,62.0,68.0,74.0,67.0,64.0,74.0,Right,6
GK,Gökhan Akkan,70,28,188,Rizespor,Super Lig,15,,,,,,,Right,70
"CB, RWB, RB",Jules Van Cleemput,70,26,183,Sporting Charleroi,Jupiler Pro League,67,71.0,31.0,63.0,68.0,71.0,71.0,Right,10
"CB, RB",Dominik Baumgartner,70,26,188,Wolfsberger AC,Bundesliga,42,68.0,35.0,52.0,52.0,70.0,74.0,Right,8
"CF, RWB",Chiedozie Ogbene,70,26,181,Luton Town,Premier League,73,91.0,65.0,63.0,71.0,57.0,74.0,Right,11
CB,Kye Francis Rowles,70,25,185,Hearts,Premiership,33,66.0,24.0,46.0,44.0,71.0,76.0,Left,13
GK,Rémy Descamps,70,27,196,Nantes,Ligue 1,9,,,,,,,Left,74
GK,Aldair Alejandro Quintana Rojas,70,28,195,Deportivo Pereira,Liga BetPlay,9,,,,,,,Left,68
CB,Ibrahim Drešević,70,26,186,Fatih Karagümrük,Super Lig,66,48.0,48.0,60.0,66.0,70.0,77.0,Right,11
GK,Gastón Gómez,70,27,190,Vélez Sarsfield,Liga Profesional,20,,,,,,,Right,70
"ST, LW, RW",Dennis Tørset Johnsen,70,25,185,Venezia,Serie B,71,86.0,67.0,66.0,72.0,39.0,67.0,Right,8
CB,하창래 河昌莱,70,28,188,Pohang Steelers,K League 1,39,49.0,33.0,46.0,48.0,69.0,76.0,Right,9
CB,Buduka Dylan Batubinsika,70,27,185,Saint-Étienne,Ligue 2,50,69.0,28.0,51.0,54.0,68.0,78.0,Right,15
"CDM, CM",Ivan Šunjić,70,26,185,Birmingham City,Championship,61,61.0,57.0,58.0,63.0,70.0,76.0,Right,9
ST,Vakoun Issouf Bayo,70,26,184,Watford,Championship,66,76.0,70.0,54.0,67.0,25.0,77.0,Right,13
CB,Facundo Mallo Blanco,70,28,186,Rosario Central,Liga Profesional,42,65.0,31.0,43.0,46.0,70.0,77.0,Right,14
ST,Alejandro Jair Cabeza Jiménez,70,26,185,Emelec,Liga Pro,67,75.0,67.0,58.0,67.0,34.0,72.0,Right,14
"CAM, CM, LM",Jhojan Esmaides Julio Palacios,70,25,168,LDU Quito,Liga Pro,71,81.0,65.0,65.0,71.0,60.0,68.0,Right,5
"CAM, CF",Pablo Nicolás López De León,70,26,169,River Plate,Primera Division,80,74.0,63.0,68.0,78.0,38.0,48.0,Right,12
RB,Joel Vieira Pereira,70,26,178,Lech Poznań,Ekstraklasa,67,73.0,41.0,67.0,67.0,64.0,66.0,Right,14
GK,Nikola Vasilj,70,27,193,St. Pauli,2. Bundesliga,12,,,,,,,Right,68
"RB, CB, LB",Seung Wook Park,70,26,184,Pohang Steelers,K League 1,62,75.0,42.0,61.0,63.0,66.0,79.0,Right,10
"CB, LB",Terence Kongolo,70,29,188,Rapid Wien,Bundesliga,62,60.0,42.0,59.0,63.0,70.0,69.0,Left,8
CB,Kenneth Josiah Omeruo,70,29,184,Kasımpaşa,Super Lig,52,64.0,32.0,49.0,56.0,69.0,77.0,Right,9
CB,Ricardo Alexandre Almeida Santos,70,28,196,Bolton Wanderers,League One,51,67.0,39.0,45.0,49.0,69.0,86.0,Right,8
"LB, LM",Nikolas Ioannou,70,27,183,Como,Serie B,66,71.0,54.0,61.0,67.0,66.0,74.0,Left,10
CM,Iver Tobias Rørvik Fossum,70,26,180,Midtjylland,Superliga,70,69.0,68.0,67.0,71.0,64.0,74.0,Right,6
GK,William David Cuesta Mosquera,70,30,195,Deportes Tolima,Liga BetPlay,17,,,,,,,Right,68
GK,Joe Lumley,70,28,191,Southampton,Championship,19,,,,,,,Right,71
"CDM, CM, CAM",Josh Laurent,70,28,188,Stoke City,Championship,68,77.0,60.0,61.0,68.0,68.0,84.0,Right,14
"CDM, CM",Julián Rodrigo Fernández,70,28,180,Lanús,Liga Profesional,64,67.0,54.0,61.0,66.0,67.0,76.0,Right,10
ST,Ignacio Pussetto,70,27,180,Huracán,Liga Profesional,73,72.0,70.0,62.0,72.0,24.0,55.0,Right,6
"CDM, CM",Mickaël Ramon Malsa,70,27,178,Real Valladolid,La Liga 2,60,70.0,59.0,65.0,66.0,66.0,76.0,Right,6
ST,Colby David Bishop,70,26,183,Portsmouth,League One,61,73.0,68.0,54.0,64.0,34.0,81.0,Right,12
"ST, RM, LM",Joshua Lloyd Ginnelly,70,26,173,Swansea City,Championship,73,91.0,69.0,61.0,74.0,46.0,61.0,Right,11
"CB, RB, CDM",Robert Bauer,70,28,183,Al Tai,Pro League,62,67.0,51.0,61.0,64.0,69.0,75.0,Right,11
"LM, CM",Patrick Pflücke,70,26,170,Mechelen,Jupiler Pro League,69,79.0,64.0,67.0,72.0,47.0,53.0,Left,7
"RW, CAM, CF",Scott Wright,70,25,175,Rangers,Premiership,74,89.0,62.0,64.0,73.0,29.0,50.0,Right,10
"ST, LW, CAM",Aaron Graham John Collins,70,26,185,Bristol Rovers,League One,71,81.0,68.0,65.0,71.0,35.0,75.0,Right,14
"ST, CF",Chris Vianney Bedia,70,27,190,Servette,Super League,66,73.0,68.0,54.0,67.0,33.0,78.0,Left,13
CB,Kasim Adams Nuhu,70,28,190,TSG Hoffenheim,Bundesliga,53,62.0,42.0,55.0,55.0,67.0,82.0,Right,10
"CB, LB",Lucas Alexander Sosa,70,29,179,Barcelona Guayaquil,Liga Pro,55,69.0,37.0,56.0,58.0,70.0,75.0,Left,9
"ST, LM, RM",Isaac Mbenza,70,27,187,Sporting Charleroi,Jupiler Pro League,73,80.0,70.0,70.0,70.0,38.0,66.0,Right,9
"RB, RWB, RM",Sergi Palencia Hurtado,70,27,172,Los Angeles FC,Major League Soccer,70,73.0,56.0,60.0,69.0,67.0,73.0,Right,9
"CM, CAM",Viktor Kovalenko,70,27,182,Empoli,Serie A,72,68.0,70.0,70.0,73.0,57.0,71.0,Right,15
GK,José David Contreras Verna,70,28,186,Rionegro Águilas,Liga BetPlay,7,,,,,,,Right,72
"LW, LM, ST",Andrei Virgil Ivan,70,26,189,Universitatea Craiova,Liga 1,66,84.0,70.0,64.0,67.0,34.0,71.0,Right,10
"LB, CB",Jannes-Kilian Horn,70,26,186,Nürnberg,2. Bundesliga,65,81.0,34.0,57.0,66.0,66.0,68.0,Left,5
"LM, CAM, RM",Mathias Honsak,70,26,188,Darmstadt 98,Bundesliga,71,86.0,64.0,62.0,70.0,50.0,71.0,Left,5
"RM, CAM, LM",三好 康児,70,26,167,Birmingham City,Championship,73,75.0,67.0,69.0,75.0,46.0,47.0,Left,8
"CM, CDM, CAM",Alexis Arias Tuesta,70,27,164,Melgar,Primera Division,65,59.0,64.0,67.0,68.0,72.0,54.0,Right,6
"ST, RM",Yakou Méïté,70,27,185,Cardiff City,Championship,68,79.0,70.0,56.0,64.0,48.0,82.0,Left,6
"CDM, CM, CAM",Flavio Medeiros da Silva,70,27,177,Al Taawon,Pro League,61,67.0,54.0,62.0,64.0,68.0,74.0,Right,13
"RM, LM",Víctor Álvarez Rozada,70,25,170,Real Oviedo,La Liga 2,67,91.0,61.0,60.0,69.0,52.0,62.0,Right,8
"ST, LM, RM",João Vitor Brandão Figueiredo,70,27,180,İstanbul Başakşehir,Super Lig,70,71.0,69.0,60.0,70.0,25.0,68.0,Right,11
"CAM, CM, RM",Joel Soñora,70,26,174,Huracán,Liga Profesional,72,80.0,66.0,70.0,73.0,55.0,59.0,Right,5
"CDM, CM",Santiago Cáseres,70,26,177,Vélez Sarsfield,Liga Profesional,64,62.0,53.0,66.0,68.0,63.0,77.0,Right,11
"ST, CF",Marc Gual Huguet,70,27,184,Legia Warszawa,Ekstraklasa,69,78.0,71.0,56.0,70.0,21.0,64.0,Right,6
"LM, RM",Anastasios Chatzigiovanis,70,26,175,Ankaragücü,Super Lig,72,76.0,64.0,67.0,71.0,36.0,60.0,Right,12
RB,Tomás Ezequiel Guidara,70,27,180,Vélez Sarsfield,Liga Profesional,62,84.0,41.0,58.0,65.0,64.0,78.0,Right,5
"LM, RM, RW",Samuel Kalu Ojim,70,25,177,Lausanne Sport,Super League,75,85.0,63.0,66.0,73.0,34.0,55.0,Right,11
CB,Yordan Hernando Osorio Paredes,70,29,186,Parma,Serie B,44,55.0,31.0,44.0,51.0,69.0,78.0,Right,11
"ST, LW, RW",奥奈 武,70,27,180,Auxerre,Ligue 2,66,79.0,69.0,61.0,66.0,38.0,69.0,Right,12
"CM, RW",이진현 Jin Hyun Lee,70,25,173,Daejeon Citizen,K League 1,71,78.0,66.0,69.0,73.0,53.0,60.0,Left,13
CB,Lucas Possignolo,70,29,188,Zhejiang,Super League,43,50.0,37.0,46.0,50.0,70.0,75.0,Right,12
CB,Zoran Arsenić,70,29,186,Raków Częstochowa,Ekstraklasa,57,69.0,40.0,59.0,61.0,69.0,79.0,Right,15
LB,Omar Andrés Bertel Vergara,70,26,174,Millonarios,Liga BetPlay,54,82.0,41.0,53.0,61.0,67.0,61.0,Left,11
"RM, LM",Neyder Stiven Moreno Betancur,70,26,175,Atlético Nacional,Liga BetPlay,71,79.0,65.0,67.0,70.0,48.0,56.0,Right,6
"RB, RWB",Mohamed Dräger,70,27,180,Basel,Super League,71,80.0,64.0,63.0,70.0,64.0,63.0,Right,12
"RB, RWB",Igor Silva de Almeida,70,26,173,Lorient,Ligue 1,72,75.0,54.0,63.0,72.0,66.0,64.0,Right,11
LM,Abdulrahman Abdullah Ghareeb,70,26,164,Al Nassr,Pro League,76,84.0,63.0,63.0,75.0,25.0,55.0,Right,11
"LM, CF",Oladapo Joshua Afolayan,70,25,180,St. Pauli,2. Bundesliga,74,81.0,66.0,62.0,71.0,48.0,69.0,Right,10
"RB, RM, RWB",Sadegh Moharrami,70,27,174,Dinamo Zagreb,1. HNL,63,83.0,30.0,57.0,66.0,65.0,58.0,Right,6
"RM, RWB",Farid El Melali,70,26,168,Angers SCO,Ligue 2,82,71.0,61.0,62.0,78.0,50.0,37.0,Right,5
ST,Lyndon John Dykes,70,27,188,Queens Park Rangers,Championship,62,68.0,68.0,52.0,65.0,29.0,82.0,Right,10
"CDM, CM",Sergio Ruiz Alonso,70,28,176,Granada,La Liga,66,62.0,62.0,64.0,68.0,66.0,71.0,Right,10
"CM, CDM",Ricardo Martins Guimarães,70,27,181,Chaves,Liga Portugal,67,69.0,63.0,63.0,68.0,66.0,74.0,Right,13
"LM, LW, CAM",Diego Gonzalo García Cardozo,70,26,168,Emelec,Liga Pro,73,75.0,57.0,69.0,73.0,49.0,46.0,Right,6
RM,Sergio Bermejo Lillo,70,25,170,Real Zaragoza,La Liga 2,77,78.0,58.0,68.0,76.0,41.0,55.0,Left,9
CB,Guzmán Corujo Bríccola,70,26,189,Charlotte,Major League Soccer,41,68.0,35.0,46.0,46.0,72.0,73.0,Right,15
"CM, CDM, CB",Julio Joao Ortiz Landázuri,70,27,177,Independiente del Valle,Liga Pro,70,72.0,68.0,67.0,70.0,66.0,77.0,Right,13
"RW, CF",金子 拓郎,70,25,178,Dinamo Zagreb,1. HNL,71,77.0,69.0,65.0,71.0,54.0,65.0,Left,5
"CDM, CM",Leonai Souza de Almeida,70,28,174,Barcelona Guayaquil,Liga Pro,63,63.0,62.0,62.0,66.0,71.0,73.0,Right,12
